EmployeeID,Education,JoiningYear,City,Country,Region,PaymentTier,Age,Gender,ExperienceInCurrentDomain,Performance
79,Bachelors,2012,Berlin,Germany,Europe,3,39,Male,1,70.91760776535503
80,PHD,2015,Vancouver,Canada,North America,1,37,Male,1,50.124310853991076
81,Bachelors,2017,Manchester,UK,Europe,3,38,Male,2,67.80328112162488
82,Bachelors,2013,London,UK,Europe,3,31,Female,0,73.57112571511746
83,Bachelors,2016,London,UK,Europe,3,38,Male,5,84.77894044741517
84,Bachelors,2017,New York,USA,North America,3,25,Female,3,64.81729781726352
85,Bachelors,2015,London,UK,Europe,3,27,Female,5,61.91506397106812
86,Bachelors,2016,Toronto,Canada,North America,2,36,Male,0,64.98242956415463
87,Bachelors,2017,London,UK,Europe,2,27,Female,5,79.15402117702074
88,Masters,2015,Vancouver,Canada,North America,2,32,Female,4,73.28751109659684
89,Bachelors,2014,New York,USA,North America,3,28,Male,4,64.70239796232961
90,Masters,2012,Vancouver,Canada,North America,3,32,Male,2,75.13267433113356
91,Bachelors,2018,Vancouver,Canada,North America,3,30,Male,0,70.9707754934804
92,Bachelors,2015,New Delhi,India,Asia,3,22,Male,0,79.68644990532889
93,Bachelors,2017,Bangalore,India,Asia,2,34,Female,5,62.979469061226474
94,Masters,2013,New York,USA,North America,3,36,Male,2,66.72337853402232
95,Bachelors,2014,Vancouver,Canada,North America,3,39,Male,3,66.07891846867842
96,PHD,2018,Bangalore,India,Asia,3,26,Male,4,55.364850518678814
97,Bachelors,2016,Bangalore,India,Asia,3,31,Female,0,72.96120277064576
98,Bachelors,2014,New York,USA,North America,3,27,Male,5,72.6105527217989
99,Bachelors,2014,New Delhi,India,Asia,3,29,Female,0,70.05113456642461
100,Bachelors,2015,Berlin,Germany,Europe,3,24,Female,2,67.65412866624852
101,Masters,2012,Manchester,UK,Europe,3,25,Male,3,55.84629257949586
102,Bachelors,2013,Toronto,Canada,North America,3,25,Male,3,65.79354677234642
103,Masters,2017,Manchester,UK,Europe,3,26,Female,4,66.57285483473231
104,Bachelors,2015,London,UK,Europe,2,28,Female,1,61.97722730778381
105,Bachelors,2017,Toronto,Canada,North America,3,28,Male,2,68.3871428833399
106,Masters,2015,London,UK,Europe,1,28,Female,3,74.04050856814538
107,Masters,2015,Vancouver,Canada,North America,3,25,Male,3,88.8618590121053
108,Bachelors,2017,San Francisco,USA,North America,3,28,Male,1,71.74577812831839
109,Masters,2013,New York,USA,North America,3,25,Male,3,72.57550390722764
110,Bachelors,2015,Toronto,Canada,North America,2,25,Female,3,69.25554084233833
111,Bachelors,2015,Toronto,Canada,North America,3,27,Female,5,50.812287847009586
112,Bachelors,2017,Vancouver,Canada,North America,2,27,Female,5,69.73486124550783
113,Bachelors,2013,Berlin,Germany,Europe,3,27,Male,5,70.60230209941027
114,Bachelors,2012,Bangalore,India,Asia,3,25,Male,3,94.63242112485287
115,Masters,2017,Vancouver,Canada,North America,2,28,Male,2,68.07639035218878
116,Bachelors,2014,Munich,Germany,Europe,1,26,Female,4,73.01547342333612
117,Bachelors,2015,New Delhi,India,Asia,3,28,Male,2,69.65288230294756
118,Masters,2013,Bangalore,India,Asia,3,26,Male,4,58.31321962380468
119,Bachelors,2017,New York,USA,North America,3,26,Female,4,81.4282281451502
120,Bachelors,2017,Bangalore,India,Asia,2,25,Male,3,77.51933032686775
121,Bachelors,2012,Berlin,Germany,Europe,1,28,Female,3,77.91031947043047
122,PHD,2015,Bangalore,India,Asia,3,26,Male,4,60.906125452052606
123,Bachelors,2015,New York,USA,North America,3,25,Female,3,84.02794310936099
124,Bachelors,2012,Berlin,Germany,Europe,3,26,Male,4,55.98148937207719
125,Bachelors,2014,Manchester,UK,Europe,3,28,Female,3,75.8685709380027
126,Masters,2014,Toronto,Canada,North America,3,24,Male,2,91.90455625809979
127,Bachelors,2013,Toronto,Canada,North America,3,28,Male,1,60.09463674869312
128,Bachelors,2015,New Delhi,India,Asia,3,27,Male,5,64.33702270397228
129,Bachelors,2018,London,UK,Europe,3,25,Male,3,70.99651365087641
130,Masters,2013,Manchester,UK,Europe,1,24,Male,2,64.965243458838
131,Bachelors,2017,Manchester,UK,Europe,3,26,Female,4,54.493365689338674
132,Bachelors,2013,Bangalore,India,Asia,3,28,Male,1,70.68562974806028
133,Masters,2016,Toronto,Canada,North America,3,27,Male,5,59.37696286273895
134,Masters,2017,New York,USA,North America,3,26,Male,4,74.73592430635182
135,Masters,2017,Pune,India,Asia,2,24,Male,2,60.80575765766197
136,Masters,2018,Pune,India,Asia,3,26,Male,4,85.4993440501754
137,Masters,2017,Berlin,Germany,Europe,1,25,Female,3,62.16746707663763
138,Bachelors,2012,Toronto,Canada,North America,3,28,Male,2,66.77938483794324
139,Bachelors,2017,Toronto,Canada,North America,3,28,Male,2,78.1351721736967
140,Bachelors,2013,New Delhi,India,Asia,3,26,Male,4,57.69135683566045
141,Masters,2013,Pune,India,Asia,3,27,Male,5,72.2745993460413
142,Bachelors,2017,Toronto,Canada,North America,2,24,Female,2,83.07142754282428
143,Bachelors,2017,New Delhi,India,Asia,3,28,Female,2,53.92516765438772
144,Bachelors,2016,Bangalore,India,Asia,3,26,Male,4,71.84633858532304
145,Bachelors,2013,Munich,Germany,Europe,3,27,Female,5,72.59882794248423
146,Masters,2015,San Francisco,USA,North America,2,28,Female,3,77.81822871777311
147,Bachelors,2014,Manchester,UK,Europe,3,25,Male,3,57.63049289121918
148,Bachelors,2016,London,UK,Europe,3,28,Male,1,56.795433869157236
149,Masters,2013,Berlin,Germany,Europe,1,25,Male,3,75.21941565616898
150,Bachelors,2015,Munich,Germany,Europe,3,26,Male,4,72.96984673233186
151,Bachelors,2018,Pune,India,Asia,3,27,Female,5,72.50492850345877
152,Bachelors,2016,New Delhi,India,Asia,3,24,Male,2,73.46448209496975
153,Bachelors,2012,Manchester,UK,Europe,2,24,Female,2,63.19975278421509
154,Bachelors,2014,Toronto,Canada,North America,3,26,Male,4,72.32253697161003
155,Bachelors,2016,London,UK,Europe,2,24,Female,2,72.93072473298682
156,Masters,2012,Toronto,Canada,North America,3,26,Female,4,62.85648581973632
157,Bachelors,2013,New York,USA,North America,3,28,Female,3,88.65774511144757
158,Bachelors,2012,New York,USA,North America,3,24,Male,2,74.73832920911788
159,Bachelors,2015,London,UK,Europe,3,25,Male,3,58.08696502797351
160,Bachelors,2016,New Delhi,India,Asia,3,28,Male,3,76.5655360863383
161,Bachelors,2014,London,UK,Europe,3,28,Female,3,60.253183297726785
162,Bachelors,2013,Pune,India,Asia,3,26,Female,4,77.87084603742451
163,Masters,2017,London,UK,Europe,3,24,Female,2,81.58595579007404
164,Bachelors,2016,Bangalore,India,Asia,3,25,Male,3,61.7931768164829
165,Bachelors,2015,Toronto,Canada,North America,3,25,Male,3,79.63376129244321
166,Bachelors,2014,Munich,Germany,Europe,3,27,Male,5,74.12780926936499
167,Bachelors,2012,Vancouver,Canada,North America,3,24,Male,2,78.2206015999449
168,Bachelors,2014,New Delhi,India,Asia,3,25,Male,3,88.96792982653947
169,Bachelors,2015,London,UK,Europe,3,28,Male,3,67.5461188399713
170,Masters,2015,Berlin,Germany,Europe,3,26,Male,4,62.4626383564251
171,Bachelors,2014,New York,USA,North America,3,28,Female,1,61.10485570374477
172,Bachelors,2015,Bangalore,India,Asia,3,25,Male,3,61.841897150345616
173,Masters,2015,Manchester,UK,Europe,2,28,Female,2,69.22898290585896
174,Bachelors,2014,Vancouver,Canada,North America,3,27,Female,5,73.41151974816644
175,Bachelors,2013,New Delhi,India,Asia,3,26,Male,4,72.7669079933002
176,Bachelors,2016,Munich,Germany,Europe,3,26,Male,4,78.27183249036024
177,Bachelors,2012,Vancouver,Canada,North America,3,25,Male,3,70.13001891877907
178,Bachelors,2015,London,UK,Europe,3,25,Male,3,84.53534077157317
179,Bachelors,2014,Pune,India,Asia,3,24,Female,2,67.35343166762044
180,Bachelors,2012,New York,USA,North America,3,27,Male,5,97.20169166589619
181,Masters,2017,New York,USA,North America,3,27,Male,5,76.25667347765007
182,Bachelors,2015,Manchester,UK,Europe,3,27,Male,5,61.42842443583717
183,Bachelors,2018,Pune,India,Asia,3,24,Male,2,59.29107501938888
184,Masters,2017,Toronto,Canada,North America,3,27,Male,5,74.82472415243186
185,Masters,2017,San Francisco,USA,North America,2,28,Female,1,67.7653721467415
186,Masters,2017,Bangalore,India,Asia,2,24,Male,2,77.14000494092092
187,Masters,2016,New York,USA,North America,3,25,Female,3,74.73237624573545
188,PHD,2015,Berlin,Germany,Europe,3,28,Female,1,69.27171087343127
189,Bachelors,2017,New York,USA,North America,2,26,Male,4,61.532062819315954
190,Bachelors,2013,Vancouver,Canada,North America,2,27,Male,5,54.851527753141355
191,Bachelors,2015,New York,USA,North America,3,26,Male,4,65.53485047932979
192,Bachelors,2015,New Delhi,India,Asia,3,26,Male,4,78.56398794323472
193,Bachelors,2013,New York,USA,North America,3,28,Male,1,72.14093744130204
194,Bachelors,2015,San Francisco,USA,North America,3,27,Female,5,57.542612212880115
195,Bachelors,2013,San Francisco,USA,North America,3,25,Female,3,71.73180925851182
196,Bachelors,2013,Munich,Germany,Europe,3,28,Male,1,73.85317379728836
197,Bachelors,2017,Toronto,Canada,North America,3,24,Male,2,61.16142563798867
198,Bachelors,2013,Berlin,Germany,Europe,3,27,Female,5,71.53725105945527
199,Bachelors,2015,New York,USA,North America,3,28,Male,2,70.58208718446
200,Bachelors,2015,New York,USA,North America,3,28,Male,3,58.57029702169377
201,Bachelors,2014,Bangalore,India,Asia,2,25,Female,3,73.57787360348283
202,Bachelors,2014,San Francisco,USA,North America,3,25,Male,3,75.60784526368235
203,Bachelors,2017,Berlin,Germany,Europe,3,27,Male,5,80.83051243175277
204,Bachelors,2014,Manchester,UK,Europe,2,26,Female,4,80.53802052034902
205,PHD,2013,Munich,Germany,Europe,3,24,Male,2,56.22330632042909
206,Bachelors,2015,Toronto,Canada,North America,2,26,Female,4,60.62174960084877
207,Bachelors,2017,Pune,India,Asia,3,25,Male,3,75.1503526720866
208,Masters,2013,Toronto,Canada,North America,2,27,Male,5,75.1378595091221
209,Masters,2017,New Delhi,India,Asia,3,28,Male,2,75.15047686306048
210,Bachelors,2012,Vancouver,Canada,North America,3,25,Male,3,108.52731490654722
211,Bachelors,2017,New Delhi,India,Asia,3,27,Male,5,75.70890510693167
212,Masters,2017,New York,USA,North America,2,27,Female,5,81.35565640180599
213,Masters,2013,Munich,Germany,Europe,2,28,Female,2,79.54001763493203
214,Masters,2017,Vancouver,Canada,North America,3,28,Male,1,76.51391251305797
215,Bachelors,2018,Berlin,Germany,Europe,3,27,Female,5,66.84730755359655
216,Bachelors,2014,Pune,India,Asia,3,25,Female,3,77.58969220493267
217,Masters,2017,San Francisco,USA,North America,3,27,Male,5,62.27174785462428
218,Masters,2013,Munich,Germany,Europe,3,26,Male,4,67.63181393259991
219,Bachelors,2013,Munich,Germany,Europe,2,25,Female,3,65.14636452170896
220,Masters,2012,New Delhi,India,Asia,3,26,Male,4,70.81874139386322
221,Bachelors,2016,New York,USA,North America,3,25,Male,3,93.14658566673509
222,Bachelors,2013,London,UK,Europe,2,26,Male,4,51.32734807408252
223,Bachelors,2018,New Delhi,India,Asia,3,28,Female,2,76.86260190374513
224,Bachelors,2013,Munich,Germany,Europe,3,27,Male,5,53.87284128810349
225,Bachelors,2015,Bangalore,India,Asia,1,24,Female,2,65.28068134210567
226,Bachelors,2013,Pune,India,Asia,3,28,Male,2,80.88950596967366
227,Bachelors,2015,New Delhi,India,Asia,2,27,Female,5,70.64280019095463
228,Bachelors,2018,Pune,India,Asia,3,25,Male,3,59.22255222070694
229,Bachelors,2014,Bangalore,India,Asia,2,27,Female,5,62.84696290740032
230,Bachelors,2013,Manchester,UK,Europe,3,24,Male,2,76.79597748934675
231,Bachelors,2014,Bangalore,India,Asia,3,24,Male,2,62.69633368282864
232,PHD,2015,Bangalore,India,Asia,2,25,Female,3,72.16458589581976
233,Bachelors,2014,Pune,India,Asia,3,26,Male,4,70.45571839903813
234,Bachelors,2018,Toronto,Canada,North America,3,24,Male,2,63.483996523941826
235,Masters,2015,Pune,India,Asia,2,25,Female,3,91.43944089325325
236,Bachelors,2015,London,UK,Europe,3,24,Male,2,76.33919022318011
237,Bachelors,2014,New York,USA,North America,3,24,Female,2,49.74857413342393
238,Masters,2017,Vancouver,Canada,North America,2,26,Female,4,71.86454314769428
239,Bachelors,2012,Toronto,Canada,North America,3,28,Male,1,63.38213535231612
240,Masters,2017,San Francisco,USA,North America,2,26,Female,4,78.52433334796224
241,Bachelors,2016,Vancouver,Canada,North America,3,25,Male,3,62.07479261567299
242,Bachelors,2017,New York,USA,North America,3,24,Male,2,68.85263558533102
243,Bachelors,2013,New Delhi,India,Asia,2,28,Female,3,75.04987278980457
244,Bachelors,2014,London,UK,Europe,3,25,Female,3,78.65755194170121
245,Bachelors,2014,London,UK,Europe,3,25,Male,3,57.997035929442234
246,Bachelors,2014,San Francisco,USA,North America,2,24,Female,2,66.65498764159051
247,Bachelors,2015,Toronto,Canada,North America,3,28,Male,2,65.25054688839043
248,Bachelors,2015,Manchester,UK,Europe,3,27,Male,5,63.46670767426288
249,Bachelors,2016,Bangalore,India,Asia,3,26,Male,4,87.65454240281096
250,Masters,2015,Toronto,Canada,North America,3,26,Female,4,74.04981710960955
251,Bachelors,2016,Manchester,UK,Europe,1,28,Female,2,57.391160456649544
252,Bachelors,2014,London,UK,Europe,3,25,Male,3,79.17861947054776
253,Bachelors,2014,Pune,India,Asia,3,27,Male,5,91.22156197012633
254,Bachelors,2017,New York,USA,North America,3,28,Male,2,80.32465260551147
255,Masters,2018,San Francisco,USA,North America,3,24,Female,2,54.80630034045987
256,Bachelors,2017,New York,USA,North America,2,25,Male,3,65.15765927133748
257,Bachelors,2018,Berlin,Germany,Europe,2,24,Female,2,82.66911149186623
258,Masters,2017,Berlin,Germany,Europe,2,28,Female,1,62.92330534381219
259,Bachelors,2013,New Delhi,India,Asia,1,27,Female,5,74.43819428146229
260,Bachelors,2017,Toronto,Canada,North America,2,27,Female,5,77.74634053429337
261,Bachelors,2017,London,UK,Europe,3,28,Male,1,60.730695284219166
262,Bachelors,2016,London,UK,Europe,2,27,Female,5,69.404746439382
263,Masters,2018,Bangalore,India,Asia,3,24,Male,2,37.58732659930927
264,Bachelors,2012,Bangalore,India,Asia,1,26,Male,4,59.756123586657104
265,Bachelors,2016,Bangalore,India,Asia,3,26,Male,4,67.4743184860684
266,Masters,2016,Pune,India,Asia,1,27,Male,5,57.52216818035151
267,Bachelors,2015,Vancouver,Canada,North America,3,26,Female,4,86.32411303931636
268,Bachelors,2012,Munich,Germany,Europe,3,27,Male,5,55.69858622039367
269,Bachelors,2013,Vancouver,Canada,North America,3,24,Male,2,65.59955513303017
270,Bachelors,2018,New York,USA,North America,3,26,Female,4,71.30740577286092
271,Masters,2017,Vancouver,Canada,North America,2,26,Female,4,84.41273289066116
272,Masters,2017,Pune,India,Asia,2,28,Female,2,55.6413784882056
273,Bachelors,2013,New Delhi,India,Asia,3,28,Male,1,81.63163752154959
274,Masters,2013,New York,USA,North America,3,25,Male,3,70.10233061019586
275,Bachelors,2018,Vancouver,Canada,North America,3,28,Female,1,60.18491348952049
276,Bachelors,2013,Pune,India,Asia,3,27,Female,5,74.6210347426327
277,Bachelors,2012,Munich,Germany,Europe,3,25,Male,3,71.9905969557347
278,Bachelors,2014,Vancouver,Canada,North America,3,28,Male,1,63.99783122841205
279,Bachelors,2017,Pune,India,Asia,3,28,Female,3,70.69802084990019
280,Masters,2017,Bangalore,India,Asia,2,28,Male,2,66.14686403138239
281,Bachelors,2014,London,UK,Europe,3,25,Male,3,71.13517345251248
282,Masters,2017,Bangalore,India,Asia,3,26,Male,4,76.62130674521046
283,Bachelors,2015,London,UK,Europe,1,25,Female,3,85.86016816145352
284,Masters,2013,San Francisco,USA,North America,3,27,Male,5,57.62184501173151
285,PHD,2014,San Francisco,USA,North America,3,24,Female,2,91.33033374656267
286,Masters,2017,San Francisco,USA,North America,2,27,Female,5,50.47912200477498
287,Bachelors,2018,Munich,Germany,Europe,3,26,Male,4,68.48214904964416
288,Bachelors,2012,Bangalore,India,Asia,3,26,Male,4,75.88317206484577
289,Masters,2015,London,UK,Europe,3,27,Female,5,72.80991867735032
290,Bachelors,2018,Pune,India,Asia,3,26,Male,4,63.77300480179406
291,Bachelors,2016,New York,USA,North America,3,24,Male,2,67.91877749642725
292,Masters,2017,Pune,India,Asia,2,25,Female,3,65.06999065341168
293,Bachelors,2017,New York,USA,North America,2,28,Male,1,64.10635243055789
294,Bachelors,2012,Berlin,Germany,Europe,3,27,Female,5,78.49602097021025
295,Masters,2013,Pune,India,Asia,3,26,Male,4,73.57015485965047
296,Bachelors,2015,Vancouver,Canada,North America,3,26,Female,4,63.070904047393455
297,Bachelors,2014,Vancouver,Canada,North America,3,28,Male,2,78.9959987543325
298,Bachelors,2016,Toronto,Canada,North America,3,24,Female,2,73.07299520876609
299,Bachelors,2012,Bangalore,India,Asia,3,28,Male,3,78.1286211883896
300,Bachelors,2012,New York,USA,North America,3,27,Male,5,76.29628841923612
301,Bachelors,2013,New York,USA,North America,3,26,Male,4,61.710049890779274
302,Bachelors,2014,New Delhi,India,Asia,3,28,Female,1,64.3981895980303
303,Bachelors,2014,Bangalore,India,Asia,3,27,Female,5,77.47293605123262
304,Bachelors,2015,Munich,Germany,Europe,3,26,Female,4,76.10370265433465
305,Masters,2014,Toronto,Canada,North America,3,26,Male,4,69.79098406035853
306,PHD,2015,Munich,Germany,Europe,3,25,Female,3,71.17327383308782
307,Masters,2015,Munich,Germany,Europe,3,25,Male,3,82.77664895788425
308,Bachelors,2012,Munich,Germany,Europe,3,27,Male,5,64.0842861116417
309,Masters,2017,Bangalore,India,Asia,2,24,Female,2,75.47097381170038
310,Bachelors,2016,Munich,Germany,Europe,3,24,Male,2,67.97807347566106
311,Masters,2015,Vancouver,Canada,North America,3,28,Female,2,67.82318796772779
312,Bachelors,2017,New Delhi,India,Asia,3,24,Female,2,80.9877685198719
313,Bachelors,2017,New Delhi,India,Asia,3,25,Male,3,78.2541634898803
314,Bachelors,2017,San Francisco,USA,North America,1,25,Male,3,78.13509636000639
315,Masters,2015,Berlin,Germany,Europe,3,28,Female,2,83.05478807154329
316,Bachelors,2017,New York,USA,North America,3,26,Male,4,70.21003841632759
317,Bachelors,2014,New York,USA,North America,3,24,Male,2,76.81952971294965
318,Bachelors,2014,Berlin,Germany,Europe,3,25,Female,3,66.89733243406543
319,Bachelors,2018,Bangalore,India,Asia,3,26,Female,4,73.24166352488442
320,Bachelors,2016,Pune,India,Asia,3,27,Male,5,68.69856945632316
321,Bachelors,2017,Bangalore,India,Asia,3,28,Female,2,70.96995964992718
322,Bachelors,2012,New York,USA,North America,3,28,Male,2,75.95157025436913
323,Masters,2012,New York,USA,North America,3,24,Female,2,61.81779316766527
324,Bachelors,2013,Berlin,Germany,Europe,3,26,Male,4,90.9238727568546
325,Bachelors,2015,Munich,Germany,Europe,3,26,Female,4,59.93982618500298
326,Bachelors,2017,Bangalore,India,Asia,3,28,Male,1,57.85811387212268
327,Bachelors,2018,London,UK,Europe,3,25,Male,3,81.58110873500068
328,Masters,2017,Berlin,Germany,Europe,3,24,Male,2,77.91662693962935
329,Bachelors,2013,Vancouver,Canada,North America,3,28,Male,2,76.24119817052156
330,Bachelors,2017,New York,USA,North America,3,24,Male,2,76.2834550926428
331,Masters,2017,Berlin,Germany,Europe,2,25,Female,3,69.87753227153085
332,Bachelors,2013,Bangalore,India,Asia,2,28,Female,1,61.02745628514168
333,Bachelors,2015,New York,USA,North America,3,24,Female,2,70.75804558193727
334,Bachelors,2016,Pune,India,Asia,3,26,Male,4,63.22838288487888
335,Bachelors,2015,Berlin,Germany,Europe,2,27,Female,5,79.7511973341775
336,Bachelors,2018,Toronto,Canada,North America,3,24,Female,2,68.52942618497862
337,Bachelors,2013,New York,USA,North America,3,27,Female,5,61.745028032074885
338,Bachelors,2013,Bangalore,India,Asia,3,24,Male,2,66.78614158347007
339,Bachelors,2013,San Francisco,USA,North America,3,24,Female,2,74.12931454275625
340,Bachelors,2013,London,UK,Europe,3,27,Male,5,64.36275447196026
341,Bachelors,2017,Manchester,UK,Europe,3,26,Female,4,61.77779604433569
342,Bachelors,2015,Munich,Germany,Europe,3,24,Female,2,72.43687211491913
343,Bachelors,2012,Manchester,UK,Europe,3,24,Female,2,72.44966571108722
344,Bachelors,2016,Bangalore,India,Asia,3,24,Male,2,64.9305682462887
345,Bachelors,2012,Vancouver,Canada,North America,3,28,Male,3,65.28961694381677
346,Bachelors,2017,Vancouver,Canada,North America,2,27,Male,5,72.32049937357637
347,Bachelors,2012,San Francisco,USA,North America,2,27,Female,5,55.51915658502676
348,Masters,2017,Munich,Germany,Europe,2,27,Male,5,55.92536225623445
349,Bachelors,2017,Toronto,Canada,North America,2,24,Male,2,62.81555778747564
350,Bachelors,2016,San Francisco,USA,North America,1,26,Female,4,67.86552848288153
351,Bachelors,2015,New Delhi,India,Asia,3,26,Female,4,73.10907565598005
352,Bachelors,2016,Manchester,UK,Europe,3,25,Male,3,84.75356216949552
353,Bachelors,2012,San Francisco,USA,North America,3,26,Male,4,78.5765962320202
354,Bachelors,2017,Manchester,UK,Europe,3,28,Male,2,68.40061470036574
355,Bachelors,2012,New York,USA,North America,3,25,Male,3,69.80983792097311
356,Bachelors,2017,Vancouver,Canada,North America,3,25,Female,3,59.97470635362191
357,Masters,2017,New York,USA,North America,2,26,Male,4,69.8148686400761
